sorghum3	maize1_v4
Sobic.001G496600	Zm00001d027752
Sobic.001G496500	Zm00001d027755
Sobic.001G496300	Zm00001d027756
Sobic.001G496200	Zm00001d027757
Sobic.001G495850	Zm00001d027759
Sobic.001G495700	Zm00001d027760
Sobic.001G495600	Zm00001d027763
Sobic.001G495500	Zm00001d027766
Sobic.001G495400	Zm00001d027767
Sobic.001G495300	Zm00001d027768
Sobic.001G495200	Zm00001d027769
Sobic.001G495164	Zm00001d027772
Sobic.001G495180	Zm00001d027772
Sobic.001G495116	Zm00001d027787
Sobic.001G495132	Zm00001d027787
Sobic.001G495148	Zm00001d027787
Sobic.001G495000	Zm00001d027790
Sobic.001G494650	Zm00001d027797
Sobic.001G494600	Zm00001d027798
Sobic.001G494800	Zm00001d027798
Sobic.001G494900	Zm00001d027798
Sobic.001G495100	Zm00001d027798
Sobic.001G494500	Zm00001d027799
Sobic.001G494200	Zm00001d027800
Sobic.001G494300	Zm00001d027801
Sobic.001G494000	Zm00001d027802
Sobic.001G493900	Zm00001d027803
Sobic.001G493700	Zm00001d027807
Sobic.001G493600	Zm00001d027808
Sobic.001G493500	Zm00001d027809
Sobic.001G493300	Zm00001d027810
Sobic.001G493200	Zm00001d027811
Sobic.001G493100	Zm00001d027812
Sobic.001G493001	Zm00001d027813
Sobic.001G492900	Zm00001d027815
Sobic.001G492800	Zm00001d027816
Sobic.001G492700	Zm00001d027819
Sobic.001G492600	Zm00001d027824
Sobic.001G492300	Zm00001d027826
Sobic.001G492200	Zm00001d027827
Sobic.001G492100	Zm00001d027831
Sobic.001G492000	Zm00001d027832
Sobic.001G491800	Zm00001d027833
Sobic.001G491700	Zm00001d027835
Sobic.001G491400	Zm00001d027837
Sobic.001G491300	Zm00001d027838
Sobic.001G491100	Zm00001d027839
Sobic.001G491000	Zm00001d027841
Sobic.001G490900	Zm00001d027842
Sobic.001G490700	Zm00001d027843
Sobic.001G490600	Zm00001d027844
Sobic.001G490500	Zm00001d027845
Sobic.001G489900	Zm00001d027846
Sobic.001G489800	Zm00001d027847
Sobic.001G489700	Zm00001d027848
Sobic.001G489600	Zm00001d027851
Sobic.001G488900	Zm00001d027852
Sobic.001G488800	Zm00001d027853
Sobic.001G488700	Zm00001d027854
Sobic.001G488600	Zm00001d027855
Sobic.001G488500	Zm00001d027856
Sobic.001G488400	Zm00001d027859
Sobic.001G488200	Zm00001d027861
Sobic.001G487900	Zm00001d027862
Sobic.001G487600	Zm00001d027863
Sobic.001G487400	Zm00001d027864
Sobic.001G487500	Zm00001d027864
Sobic.001G487300	Zm00001d027866
Sobic.001G487200	Zm00001d027868
Sobic.001G487000	Zm00001d027869
Sobic.001G487100	Zm00001d027869
Sobic.001G486800	Zm00001d027870
Sobic.001G486700	Zm00001d027871
Sobic.001G486500	Zm00001d027872
Sobic.001G486100	Zm00001d027873
Sobic.001G486000	Zm00001d027874
Sobic.001G485500	Zm00001d027876
Sobic.001G485800	Zm00001d027876
Sobic.001G485400	Zm00001d027877
Sobic.001G485200	Zm00001d027878
Sobic.001G485100	Zm00001d027879
Sobic.001G485000	Zm00001d027880
Sobic.001G484900	Zm00001d027881
Sobic.001G484500	Zm00001d027883
Sobic.001G484400	Zm00001d027884
Sobic.001G484300	Zm00001d027885
Sobic.001G484200	Zm00001d027886
Sobic.001G484000	Zm00001d027887
Sobic.001G484100	Zm00001d027887
Sobic.001G483900	Zm00001d027888
Sobic.001G483700	Zm00001d027890
Sobic.001G483600	Zm00001d027892
Sobic.001G483400	Zm00001d027893
Sobic.001G483300	Zm00001d027894
Sobic.001G483200	Zm00001d027895
Sobic.001G483100	Zm00001d027896
Sobic.001G483001	Zm00001d027897
Sobic.001G482900	Zm00001d027898
Sobic.001G482800	Zm00001d027899
Sobic.001G482700	Zm00001d027900
Sobic.001G482600	Zm00001d027901
Sobic.001G482500	Zm00001d027903
Sobic.001G482300	Zm00001d027904
Sobic.001G482100	Zm00001d027907
Sobic.001G482000	Zm00001d027908
Sobic.001G481900	Zm00001d027916
Sobic.001G481800	Zm00001d027921
Sobic.001G481700	Zm00001d027922
Sobic.001G481600	Zm00001d027924
Sobic.001G481400	Zm00001d027925
Sobic.001G481300	Zm00001d027928
Sobic.001G481100	Zm00001d027932
Sobic.001G480800	Zm00001d027934
Sobic.001G480550	Zm00001d027936
Sobic.001G479900	Zm00001d027937
Sobic.001G479800	Zm00001d027938
Sobic.001G479600	Zm00001d027939
Sobic.001G479200	Zm00001d027941
Sobic.001G479500	Zm00001d027941
Sobic.001G478800	Zm00001d027943
Sobic.001G478700	Zm00001d027944
Sobic.001G478600	Zm00001d027950
Sobic.001G478500	Zm00001d027954
Sobic.001G478400	Zm00001d027957
Sobic.001G478300	Zm00001d027962
Sobic.001G478100	Zm00001d027965
Sobic.001G478000	Zm00001d027966
Sobic.001G477900	Zm00001d027967
Sobic.001G477800	Zm00001d027969
Sobic.001G477700	Zm00001d027971
Sobic.001G477600	Zm00001d027973
Sobic.001G477400	Zm00001d027975
Sobic.001G477300	Zm00001d027976
Sobic.001G477100	Zm00001d027978
Sobic.001G476700	Zm00001d027982
Sobic.001G476600	Zm00001d027983
Sobic.001G476500	Zm00001d027987
Sobic.001G476400	Zm00001d027988
Sobic.001G476300	Zm00001d027991
Sobic.001G476100	Zm00001d027992
Sobic.001G476000	Zm00001d027994
Sobic.001G475900	Zm00001d027995
Sobic.001G475800	Zm00001d027996
Sobic.001G475701	Zm00001d027998
Sobic.001G475600	Zm00001d027999
Sobic.001G475500	Zm00001d028002
Sobic.001G475400	Zm00001d028004
Sobic.001G475300	Zm00001d028005
Sobic.001G474700	Zm00001d028006
Sobic.001G474600	Zm00001d028007
Sobic.001G474500	Zm00001d028009
Sobic.001G474400	Zm00001d028010
Sobic.001G474300	Zm00001d028011
Sobic.001G474200	Zm00001d028012
Sobic.001G474100	Zm00001d028013
Sobic.001G474001	Zm00001d028015
Sobic.001G473900	Zm00001d028017
Sobic.001G473800	Zm00001d028018
Sobic.001G473700	Zm00001d028019
Sobic.001G473600	Zm00001d028020
Sobic.001G460800	Zm00001d028022
Sobic.001G461000	Zm00001d028024
Sobic.001G461200	Zm00001d028025
Sobic.001G461400	Zm00001d028034
Sobic.001G461500	Zm00001d028036
Sobic.001G461700	Zm00001d028038
Sobic.001G461800	Zm00001d028039
Sobic.001G461900	Zm00001d028040
Sobic.001G462100	Zm00001d028043
Sobic.001G462200	Zm00001d028045
Sobic.001G462401	Zm00001d028046
Sobic.001G462600	Zm00001d028050
Sobic.001G462700	Zm00001d028051
Sobic.001G462900	Zm00001d028053
Sobic.001G463000	Zm00001d028054
Sobic.001G463100	Zm00001d028055
Sobic.001G463200	Zm00001d028056
Sobic.001G463301	Zm00001d028062
Sobic.001G463400	Zm00001d028064
Sobic.001G463500	Zm00001d028071
Sobic.001G463600	Zm00001d028072
Sobic.001G463800	Zm00001d028073
Sobic.001G463900	Zm00001d028074
Sobic.001G464000	Zm00001d028075
Sobic.001G464100	Zm00001d028075
Sobic.001G464200	Zm00001d028084
Sobic.001G464300	Zm00001d028085
Sobic.001G464400	Zm00001d028086
Sobic.001G464500	Zm00001d028088
Sobic.001G464600	Zm00001d028089
Sobic.001G464800	Zm00001d028092
Sobic.001G464900	Zm00001d028093
Sobic.001G465100	Zm00001d028094
Sobic.001G465200	Zm00001d028096
Sobic.001G465300	Zm00001d028097
Sobic.001G465500	Zm00001d028098
Sobic.001G465800	Zm00001d028102
Sobic.001G466000	Zm00001d028103
Sobic.001G466400	Zm00001d028103
Sobic.001G466200	Zm00001d028104
Sobic.001G466300	Zm00001d028105
Sobic.001G466500	Zm00001d028107
Sobic.001G466700	Zm00001d028109
Sobic.001G466800	Zm00001d028110
Sobic.001G466900	Zm00001d028111
Sobic.001G467000	Zm00001d028112
Sobic.001G467100	Zm00001d028113
Sobic.001G467200	Zm00001d028114
Sobic.001G467300	Zm00001d028117
Sobic.001G467500	Zm00001d028118
Sobic.001G467600	Zm00001d028120
Sobic.001G467800	Zm00001d028122
Sobic.001G468000	Zm00001d028125
Sobic.001G468200	Zm00001d028128
Sobic.001G468300	Zm00001d028128
Sobic.001G468400	Zm00001d028129
Sobic.001G468500	Zm00001d028130
Sobic.001G469100	Zm00001d028139
Sobic.001G469200	Zm00001d028143
Sobic.001G469500	Zm00001d028144
Sobic.001G469600	Zm00001d028151
Sobic.001G469700	Zm00001d028152
Sobic.001G469900	Zm00001d028153
Sobic.001G469933	Zm00001d028153
Sobic.001G470000	Zm00001d028154
Sobic.001G470100	Zm00001d028159
Sobic.001G470200	Zm00001d028160
Sobic.001G470400	Zm00001d028161
Sobic.001G470600	Zm00001d028162
Sobic.001G470800	Zm00001d028164
Sobic.001G471100	Zm00001d028165
Sobic.001G471200	Zm00001d028167
Sobic.001G471300	Zm00001d028167
Sobic.001G471400	Zm00001d028167
Sobic.001G471800	Zm00001d028170
Sobic.001G471900	Zm00001d028171
Sobic.001G472000	Zm00001d028172
Sobic.001G472100	Zm00001d028173
Sobic.001G472200	Zm00001d028175
Sobic.001G472666	Zm00001d028177
Sobic.001G472800	Zm00001d028180
Sobic.001G473400	Zm00001d028181
Sobic.001G473500	Zm00001d028182
Sobic.001G460500	Zm00001d028183
Sobic.001G460300	Zm00001d028185
Sobic.001G460200	Zm00001d028186
Sobic.001G460100	Zm00001d028187
Sobic.001G460000	Zm00001d028188
Sobic.001G459900	Zm00001d028189
Sobic.001G459500	Zm00001d028191
Sobic.001G459200	Zm00001d028193
Sobic.001G458800	Zm00001d028194
Sobic.001G458900	Zm00001d028195
Sobic.001G459000	Zm00001d028196
Sobic.001G459100	Zm00001d028197
Sobic.001G458400	Zm00001d028199
Sobic.001G458600	Zm00001d028199
Sobic.001G458200	Zm00001d028201
Sobic.001G457900	Zm00001d028203
Sobic.001G457400	Zm00001d028204
Sobic.001G457200	Zm00001d028205
Sobic.001G457000	Zm00001d028207
Sobic.001G456900	Zm00001d028208
Sobic.001G456500	Zm00001d028210
Sobic.001G456300	Zm00001d028211
Sobic.001G456100	Zm00001d028214
Sobic.001G456000	Zm00001d028216
Sobic.001G455900	Zm00001d028217
Sobic.001G455800	Zm00001d028218
Sobic.001G455700	Zm00001d028219
Sobic.001G455600	Zm00001d028220
Sobic.001G455500	Zm00001d028221
Sobic.001G455300	Zm00001d028222
Sobic.001G455200	Zm00001d028225
Sobic.001G455100	Zm00001d028226
Sobic.001G455000	Zm00001d028227
Sobic.001G454900	Zm00001d028228
Sobic.001G454700	Zm00001d028229
Sobic.001G454100	Zm00001d028230
Sobic.001G453900	Zm00001d028231
Sobic.001G453800	Zm00001d028232
Sobic.001G453600	Zm00001d028235
Sobic.001G453500	Zm00001d028237
Sobic.001G453400	Zm00001d028238
Sobic.001G453300	Zm00001d028240
Sobic.001G453200	Zm00001d028241
Sobic.001G452900	Zm00001d028243
Sobic.001G452600	Zm00001d028244
Sobic.001G452700	Zm00001d028245
Sobic.001G452500	Zm00001d028248
Sobic.001G452200	Zm00001d028249
Sobic.001G452100	Zm00001d028252
Sobic.001G452000	Zm00001d028256
Sobic.001G451901	Zm00001d028257
Sobic.001G451600	Zm00001d028258
Sobic.001G451700	Zm00001d028258
Sobic.001G451500	Zm00001d028260
Sobic.001G451400	Zm00001d028261
Sobic.001G451300	Zm00001d028262
Sobic.001G451200	Zm00001d028263
Sobic.001G451100	Zm00001d028264
Sobic.001G451000	Zm00001d028265
Sobic.001G450900	Zm00001d028266
Sobic.001G450800	Zm00001d028267
Sobic.001G450600	Zm00001d028272
Sobic.001G450500	Zm00001d028273
Sobic.001G450400	Zm00001d028274
Sobic.001G450300	Zm00001d028275
Sobic.001G450100	Zm00001d028278
Sobic.001G449900	Zm00001d028279
Sobic.001G449800	Zm00001d028280
Sobic.001G449700	Zm00001d028282
Sobic.001G449500	Zm00001d028284
Sobic.001G449400	Zm00001d028285
Sobic.001G449300	Zm00001d028286
Sobic.001G449100	Zm00001d028287
Sobic.001G449000	Zm00001d028293
Sobic.001G448700	Zm00001d028294
Sobic.001G447900	Zm00001d028296
Sobic.001G447800	Zm00001d028297
Sobic.001G447700	Zm00001d028298
Sobic.001G447600	Zm00001d028299
Sobic.001G447500	Zm00001d028303
Sobic.001G447400	Zm00001d028304
Sobic.001G447100	Zm00001d028307
Sobic.001G447000	Zm00001d028309
Sobic.001G446800	Zm00001d028311
Sobic.001G446500	Zm00001d028312
Sobic.001G446400	Zm00001d028317
Sobic.001G446000	Zm00001d028319
Sobic.001G445900	Zm00001d028325
Sobic.001G445800	Zm00001d028328
Sobic.001G445700	Zm00001d028331
Sobic.001G445500	Zm00001d028332
Sobic.001G445400	Zm00001d028337
Sobic.001G445200	Zm00001d028338
Sobic.001G445100	Zm00001d028339
Sobic.001G445000	Zm00001d028344
Sobic.001G444700	Zm00001d028347
Sobic.001G444500	Zm00001d028348
Sobic.001G444400	Zm00001d028349
Sobic.001G444300	Zm00001d028352
Sobic.001G444100	Zm00001d028354
Sobic.001G443900	Zm00001d028355
Sobic.001G443600	Zm00001d028356
Sobic.001G443500	Zm00001d028357
Sobic.001G443300	Zm00001d028358
Sobic.001G443200	Zm00001d028359
Sobic.001G443100	Zm00001d028360
Sobic.001G443000	Zm00001d028361
Sobic.001G442900	Zm00001d028362
Sobic.001G442800	Zm00001d028363
Sobic.001G442700	Zm00001d028365
Sobic.001G442500	Zm00001d028366
Sobic.001G442100	Zm00001d028367
Sobic.001G442300	Zm00001d028367
Sobic.001G442000	Zm00001d028368
Sobic.001G442200	Zm00001d028368
Sobic.001G441800	Zm00001d028369
Sobic.001G441600	Zm00001d028370
Sobic.001G441500	Zm00001d028371
Sobic.001G441400	Zm00001d028372
Sobic.001G441200	Zm00001d028373
Sobic.001G441100	Zm00001d028374
Sobic.001G441000	Zm00001d028375
Sobic.001G440900	Zm00001d028377
Sobic.001G440800	Zm00001d028380
Sobic.001G440700	Zm00001d028384
Sobic.001G440600	Zm00001d028385
Sobic.001G440500	Zm00001d028386
Sobic.001G440300	Zm00001d028388
Sobic.001G439900	Zm00001d028389
Sobic.001G439800	Zm00001d028391
Sobic.001G439700	Zm00001d028392
Sobic.001G439600	Zm00001d028396
Sobic.001G439500	Zm00001d028397
Sobic.001G439400	Zm00001d028398
Sobic.001G439200	Zm00001d028399
Sobic.001G439100	Zm00001d028400
Sobic.001G439000	Zm00001d028401
Sobic.001G438700	Zm00001d028404
Sobic.001G438500	Zm00001d028405
Sobic.001G438100	Zm00001d028406
Sobic.001G438000	Zm00001d028408
Sobic.001G437801	Zm00001d028409
Sobic.001G437500	Zm00001d028412
Sobic.001G437300	Zm00001d028413
Sobic.001G437200	Zm00001d028414
Sobic.001G437100	Zm00001d028415
Sobic.001G437000	Zm00001d028416
Sobic.001G436900	Zm00001d028417
Sobic.001G436600	Zm00001d028422
Sobic.001G436500	Zm00001d028423
Sobic.001G436400	Zm00001d028424
Sobic.001G436300	Zm00001d028425
Sobic.001G436200	Zm00001d028426
Sobic.001G436100	Zm00001d028427
Sobic.001G435800	Zm00001d028428
Sobic.001G435700	Zm00001d028429
Sobic.001G435500	Zm00001d028432
Sobic.001G435400	Zm00001d028436
Sobic.001G435300	Zm00001d028437
Sobic.001G435201	Zm00001d028439
Sobic.001G435000	Zm00001d028440
Sobic.001G434900	Zm00001d028443
Sobic.001G434800	Zm00001d028445
Sobic.001G434600	Zm00001d028447
Sobic.001G434400	Zm00001d028450
Sobic.001G434300	Zm00001d028451
Sobic.001G431200	Zm00001d028452
Sobic.001G431600	Zm00001d028455
Sobic.001G431800	Zm00001d028456
Sobic.001G431900	Zm00001d028457
Sobic.001G432000	Zm00001d028458
Sobic.001G432100	Zm00001d028463
Sobic.001G432200	Zm00001d028464
Sobic.001G432500	Zm00001d028465
Sobic.001G432600	Zm00001d028467
Sobic.001G432700	Zm00001d028469
Sobic.001G432800	Zm00001d028471
Sobic.001G433000	Zm00001d028472
Sobic.001G433100	Zm00001d028473
Sobic.001G433200	Zm00001d028474
Sobic.001G433400	Zm00001d028475
Sobic.001G433700	Zm00001d028477
Sobic.001G433800	Zm00001d028481
Sobic.001G433900	Zm00001d028482
Sobic.001G434100	Zm00001d028484
Sobic.001G434200	Zm00001d028485
Sobic.001G431100	Zm00001d028486
Sobic.001G431000	Zm00001d028490
Sobic.001G430800	Zm00001d028493
Sobic.001G430500	Zm00001d028495
Sobic.001G430200	Zm00001d028497
Sobic.001G430100	Zm00001d028503
Sobic.001G430000	Zm00001d028504
Sobic.001G429900	Zm00001d028505
Sobic.001G429800	Zm00001d028509
Sobic.001G429700	Zm00001d028510
Sobic.001G429600	Zm00001d028511
Sobic.001G429500	Zm00001d028512
Sobic.001G429400	Zm00001d028513
Sobic.001G429300	Zm00001d028514
Sobic.001G429100	Zm00001d028515
Sobic.001G429000	Zm00001d028522
Sobic.001G428700	Zm00001d028524
Sobic.001G428600	Zm00001d028526
Sobic.001G428500	Zm00001d028528
Sobic.001G428400	Zm00001d028529
Sobic.001G428200	Zm00001d028531
Sobic.001G428100	Zm00001d028532
Sobic.001G428000	Zm00001d028533
Sobic.001G427900	Zm00001d028534
Sobic.001G427800	Zm00001d028535
Sobic.001G427700	Zm00001d028536
Sobic.001G427600	Zm00001d028537
Sobic.001G427400	Zm00001d028538
Sobic.001G427300	Zm00001d028539
Sobic.001G427200	Zm00001d028540
Sobic.001G427100	Zm00001d028542
Sobic.001G426900	Zm00001d028543
Sobic.001G426600	Zm00001d028546
Sobic.001G426500	Zm00001d028547
Sobic.001G426400	Zm00001d028548
Sobic.001G426300	Zm00001d028549
Sobic.001G426200	Zm00001d028550
Sobic.001G426100	Zm00001d028554
Sobic.001G425600	Zm00001d028555
Sobic.001G426000	Zm00001d028555
Sobic.001G425800	Zm00001d028558
Sobic.001G425700	Zm00001d028560
Sobic.001G425500	Zm00001d028561
Sobic.001G425400	Zm00001d028562
Sobic.001G425300	Zm00001d028565
Sobic.001G425200	Zm00001d028566
Sobic.001G425100	Zm00001d028567
Sobic.001G425000	Zm00001d028568
Sobic.001G424800	Zm00001d028569
Sobic.001G424700	Zm00001d028570
Sobic.001G424600	Zm00001d028571
Sobic.001G424500	Zm00001d028572
Sobic.001G424400	Zm00001d028574
Sobic.001G424300	Zm00001d028575
Sobic.001G424000	Zm00001d028576
Sobic.001G423800	Zm00001d028577
Sobic.001G423700	Zm00001d028579
Sobic.001G423500	Zm00001d028584
Sobic.001G423400	Zm00001d028585
Sobic.001G423300	Zm00001d028586
Sobic.001G423200	Zm00001d028587
Sobic.001G423100	Zm00001d028588
Sobic.001G422900	Zm00001d028590
Sobic.001G422800	Zm00001d028591
Sobic.001G422700	Zm00001d028593
Sobic.001G422600	Zm00001d028596
Sobic.001G422500	Zm00001d028597
Sobic.001G422366	Zm00001d028598
Sobic.001G422300	Zm00001d028599
Sobic.001G422100	Zm00001d028601
Sobic.001G421900	Zm00001d028603
Sobic.001G421700	Zm00001d028606
Sobic.001G421500	Zm00001d028608
Sobic.001G421400	Zm00001d028612
Sobic.001G421300	Zm00001d028613
Sobic.001G421000	Zm00001d028615
Sobic.001G421200	Zm00001d028615
Sobic.001G420900	Zm00001d028616
Sobic.001G420800	Zm00001d028619
Sobic.001G420700	Zm00001d028620
Sobic.001G420500	Zm00001d028623
Sobic.001G420300	Zm00001d028625
Sobic.001G418600	Zm00001d028630
Sobic.001G420100	Zm00001d028630
Sobic.001G420000	Zm00001d028631
Sobic.001G419000	Zm00001d028639
Sobic.001G419100	Zm00001d028639
Sobic.001G419200	Zm00001d028639
Sobic.001G419300	Zm00001d028639
Sobic.001G419400	Zm00001d028639
Sobic.001G419500	Zm00001d028639
Sobic.001G419600	Zm00001d028639
Sobic.001G419700	Zm00001d028639
Sobic.001G419801	Zm00001d028639
Sobic.001G419900	Zm00001d028639
Sobic.001G418900	Zm00001d028641
Sobic.001G418800	Zm00001d028642
Sobic.001G418700	Zm00001d028643
Sobic.001G418500	Zm00001d028647
Sobic.001G418400	Zm00001d028649
Sobic.001G418200	Zm00001d028651
Sobic.001G418100	Zm00001d028653
Sobic.001G416600	Zm00001d028654
Sobic.001G418000	Zm00001d028654
Sobic.001G417900	Zm00001d028655
Sobic.001G417800	Zm00001d028656
Sobic.001G417500	Zm00001d028660
Sobic.001G417400	Zm00001d028661
Sobic.001G416700	Zm00001d028662
Sobic.001G416500	Zm00001d028664
Sobic.001G416300	Zm00001d028665
Sobic.001G416200	Zm00001d028667
Sobic.001G415500	Zm00001d028668
Sobic.001G416000	Zm00001d028669
Sobic.001G415400	Zm00001d028670
Sobic.001G415300	Zm00001d028671
Sobic.001G415200	Zm00001d028675
Sobic.001G415000	Zm00001d028676
Sobic.001G414500	Zm00001d028679
Sobic.001G414400	Zm00001d028680
Sobic.001G414200	Zm00001d028685
Sobic.001G414000	Zm00001d028686
Sobic.001G413900	Zm00001d028687
Sobic.001G413700	Zm00001d028689
Sobic.001G413500	Zm00001d028690
Sobic.001G413200	Zm00001d028691
Sobic.001G412700	Zm00001d028693
Sobic.001G412800	Zm00001d028693
Sobic.001G412500	Zm00001d028695
Sobic.001G412400	Zm00001d028696
Sobic.001G412200	Zm00001d028697
Sobic.001G412100	Zm00001d028698
Sobic.001G411900	Zm00001d028699
Sobic.001G411600	Zm00001d028701
Sobic.001G411300	Zm00001d028702
Sobic.001G411100	Zm00001d028704
Sobic.001G410800	Zm00001d028705
Sobic.001G410600	Zm00001d028707
Sobic.001G410200	Zm00001d028709
Sobic.001G410100	Zm00001d028711
Sobic.001G410000	Zm00001d028712
Sobic.001G409900	Zm00001d028713
Sobic.001G409700	Zm00001d028714
Sobic.001G409500	Zm00001d028715
Sobic.001G409400	Zm00001d028718
Sobic.001G409300	Zm00001d028720
Sobic.001G409200	Zm00001d028721
Sobic.001G409100	Zm00001d028725
Sobic.001G408900	Zm00001d028726
Sobic.001G408800	Zm00001d028727
Sobic.001G408600	Zm00001d028728
Sobic.001G408500	Zm00001d028730
Sobic.001G408400	Zm00001d028731
Sobic.001G408200	Zm00001d028733
Sobic.001G408100	Zm00001d028736
Sobic.001G407600	Zm00001d028742
Sobic.001G407800	Zm00001d028744
Sobic.001G407900	Zm00001d028745
Sobic.001G408001	Zm00001d028746
Sobic.001G407100	Zm00001d028749
Sobic.001G406800	Zm00001d028750
Sobic.001G406700	Zm00001d028751
Sobic.001G406300	Zm00001d028752
Sobic.001G406100	Zm00001d028753
Sobic.001G406000	Zm00001d028754
Sobic.001G405900	Zm00001d028755
Sobic.001G405700	Zm00001d028756
Sobic.001G405600	Zm00001d028757
Sobic.001G405500	Zm00001d028759
Sobic.001G405400	Zm00001d028761
Sobic.001G405300	Zm00001d028762
Sobic.001G405200	Zm00001d028767
Sobic.001G405150	Zm00001d028768
Sobic.001G405100	Zm00001d028769
Sobic.001G405000	Zm00001d028770
Sobic.001G404900	Zm00001d028771
Sobic.001G404800	Zm00001d028773
Sobic.001G404700	Zm00001d028774
Sobic.001G404500	Zm00001d028775
Sobic.001G404400	Zm00001d028777
Sobic.001G404300	Zm00001d028778
Sobic.001G404200	Zm00001d028779
Sobic.001G404100	Zm00001d028782
Sobic.001G403800	Zm00001d028783
Sobic.001G403700	Zm00001d028784
Sobic.001G403600	Zm00001d028785
Sobic.001G403500	Zm00001d028786
Sobic.001G403400	Zm00001d028787
Sobic.001G403300	Zm00001d028793
Sobic.001G403200	Zm00001d028796
Sobic.001G403100	Zm00001d028797
Sobic.001G403000	Zm00001d028798
Sobic.001G402600	Zm00001d028802
Sobic.001G402400	Zm00001d028803
Sobic.001G402300	Zm00001d028804
Sobic.001G402200	Zm00001d028806
Sobic.001G401900	Zm00001d028808
Sobic.001G401975	Zm00001d028808
Sobic.001G401800	Zm00001d028809
Sobic.001G401700	Zm00001d028810
Sobic.001G401600	Zm00001d028811
Sobic.001G401500	Zm00001d028812
Sobic.001G401400	Zm00001d028813
Sobic.001G400700	Zm00001d028815
Sobic.001G400800	Zm00001d028815
Sobic.001G400900	Zm00001d028815
Sobic.001G401000	Zm00001d028815
Sobic.001G401100	Zm00001d028815
Sobic.001G401200	Zm00001d028815
Sobic.001G401300	Zm00001d028815
Sobic.001G400500	Zm00001d028818
Sobic.001G400400	Zm00001d028819
Sobic.001G400300	Zm00001d028820
Sobic.001G400200	Zm00001d028821
Sobic.001G400000	Zm00001d028825
Sobic.001G399900	Zm00001d028826
Sobic.001G399700	Zm00001d028827
Sobic.001G399600	Zm00001d028828
Sobic.001G399400	Zm00001d028829
Sobic.001G399200	Zm00001d028830
Sobic.001G399100	Zm00001d028834
Sobic.001G398700	Zm00001d028835
Sobic.001G398600	Zm00001d028837
Sobic.001G398500	Zm00001d028838
Sobic.001G398400	Zm00001d028840
Sobic.001G398300	Zm00001d028841
Sobic.001G398100	Zm00001d028842
Sobic.001G398200	Zm00001d028842
Sobic.001G397900	Zm00001d028854
Sobic.001G397850	Zm00001d028862
Sobic.001G398000	Zm00001d028862
Sobic.001G397800	Zm00001d028863
Sobic.001G397700	Zm00001d028866
Sobic.001G397600	Zm00001d028867
Sobic.001G397400	Zm00001d028868
Sobic.001G397500	Zm00001d028868
Sobic.001G397300	Zm00001d028870
Sobic.001G396900	Zm00001d028873
Sobic.001G396600	Zm00001d028874
Sobic.001G396700	Zm00001d028874
Sobic.001G396500	Zm00001d028875
Sobic.001G396400	Zm00001d028879
Sobic.001G396300	Zm00001d028880
Sobic.001G396100	Zm00001d028885
Sobic.001G395900	Zm00001d028887
Sobic.001G395800	Zm00001d028889
Sobic.001G395500	Zm00001d028890
Sobic.001G395400	Zm00001d028894
Sobic.001G395300	Zm00001d028895
Sobic.001G395200	Zm00001d028896
Sobic.001G395100	Zm00001d028898
Sobic.001G395000	Zm00001d028899
Sobic.001G394900	Zm00001d028900
Sobic.001G394700	Zm00001d028902
Sobic.001G394800	Zm00001d028902
Sobic.001G394600	Zm00001d028903
Sobic.001G394400	Zm00001d028905
Sobic.001G394100	Zm00001d028906
Sobic.001G394250	Zm00001d028906
Sobic.001G393900	Zm00001d028907
Sobic.001G393800	Zm00001d028909
Sobic.001G393700	Zm00001d028910
Sobic.001G393600	Zm00001d028912
Sobic.001G393401	Zm00001d028915
Sobic.001G393200	Zm00001d028916
Sobic.001G393000	Zm00001d028917
Sobic.001G392800	Zm00001d028918
Sobic.001G392700	Zm00001d028919
Sobic.001G392600	Zm00001d028920
Sobic.001G392500	Zm00001d028921
Sobic.001G392400	Zm00001d028922
Sobic.001G392300	Zm00001d028923
Sobic.001G391900	Zm00001d028924
Sobic.001G391600	Zm00001d028926
Sobic.001G391500	Zm00001d028930
Sobic.001G391300	Zm00001d028931
Sobic.001G391101	Zm00001d028935
Sobic.001G390800	Zm00001d028936
Sobic.001G390700	Zm00001d028941
Sobic.001G390500	Zm00001d028946
Sobic.001G390400	Zm00001d028947
Sobic.001G390300	Zm00001d028948
Sobic.001G390200	Zm00001d028949
Sobic.001G390000	Zm00001d028950
Sobic.001G389900	Zm00001d028951
Sobic.001G389800	Zm00001d028952
Sobic.001G389700	Zm00001d028953
Sobic.001G389500	Zm00001d028954
Sobic.001G389400	Zm00001d028955
Sobic.001G389300	Zm00001d028957
Sobic.001G389200	Zm00001d028958
Sobic.001G389100	Zm00001d028960
Sobic.001G389000	Zm00001d028962
Sobic.001G388600	Zm00001d028963
Sobic.001G388400	Zm00001d028964
Sobic.001G388200	Zm00001d028966
Sobic.001G388000	Zm00001d028967
Sobic.001G387900	Zm00001d028968
Sobic.001G387800	Zm00001d028971
Sobic.001G387700	Zm00001d028973
Sobic.001G387600	Zm00001d028974
Sobic.001G387500	Zm00001d028975
Sobic.001G387300	Zm00001d028980
Sobic.001G387200	Zm00001d028981
Sobic.001G387000	Zm00001d028982
Sobic.001G386900	Zm00001d028983
Sobic.001G386700	Zm00001d028984
