Taxa	AGY_HRB	AGY_Overall	AGY_Taian	EH_HRB	EH_Overall	EH_SH	EH_Taian	ERN_HRB	ERN_Overall	ERN_Taian	KR_HRB	KR_Overall	KR_Taian	PH_HRB	PH_Overall	PH_SH	PH_Taian
BCC03/PHT77	1.234052737	1.271516588	1.448475198	0.640087654	0.534745059	0.592394177	0.407430185	0.015218184	0.037985343	0.065482799	0.574940657	0.60646702	0.656910736	0.321978592	0.304585439	0.275168834	0.336449042
757/BCC03	1.702861104	1.428167304	1.322599151	0.598767701	0.543106644	0.634624431	0.455786542	-0.005896772	0.027190468	0.05844928	0.603842858	0.593496721	0.600680192	0.356719648	0.360009861	0.320957137	0.432602407
757/5707	1.632205602	1.275883271	1.009441394	0.594537735	0.501191649	0.610194044	0.340369909	0.028333036	0.084164484	0.13126874	0.530043261	0.562466441	0.579195106	0.397424646	0.327904359	0.292833385	0.321433342
ji434/wu126	1.189970997	1.192712191	1.300037237	0.548494853	0.515280982	0.615075573	0.427978301	-0.086358807	-0.050117728	-0.005513766	0.796944562	0.738702321	0.686689006	0.380692601	0.375830407	0.389741332	0.385513695
ji434/BCC03	1.299841058	1.215052299	1.204047466	0.604772223	0.512007794	0.529455618	0.446197644	-0.033454136	-0.024505618	-0.017518601	0.604077193	0.541612507	0.494529329	0.286378873	0.312388343	0.311594261	0.362554821
ji434/757	1.329951273	1.029605902	0.76080997	0.496519338	0.446254052	0.545465414	0.337939239	0.007002854	0.053990504	0.081904044	0.419250551	0.415408839	0.387892461	0.317559452	0.331635424	0.345694739	0.357165953
ji434/NS501	0.340014011	0.275279005	0.285470138	0.579974344	0.475193851	0.554857022	0.331630966	-0.12516002	-0.104038872	-0.082599189	0.176232989	0.168139495	0.11296456	0.210001018	0.198950847	0.194601181	0.207405865
L473/BCC03	2.466558274	2.045745127	1.774167765	0.541753699	0.442612612	0.474614319	0.364841429	0.244749702	0.222439516	0.193326297	0.922115869	0.800231448	0.701914178	0.30584908	0.302434766	0.329082948	0.300540841
L473/757	1.899363404	1.364716767	1.127153121	0.385679728	0.442486345	0.654931526	0.361150016	0.284711955	0.290682343	0.263959345	0.645872307	0.660375312	0.643996839	0.306234865	0.332532674	0.384759063	0.343703037
L473/ji434	1.612884832	1.302295174	1.049182113	0.500799994	0.504172755	0.668928735	0.400507433	0.27580407	0.276724629	0.245571326	0.562381095	0.586683135	0.579219918	0.301430102	0.330625776	0.384168442	0.334962605
L473/PHN37	2.384551255	1.740807233	1.453828493	0.717454266	0.518711113	0.463251452	0.457290933	0.246451169	0.163195853	0.089744043	0.805222337	0.743414005	0.646266442	0.394802188	0.363824817	0.35470906	0.38110064
L473/xuan6	1.795558628	1.19776318	0.921673703	0.449798474	0.520656593	0.687920563	0.501873198	0.282806396	0.173221799	0.049006631	0.815549665	0.73181827	0.653221565	0.343886402	0.365207114	0.408725807	0.378125162
W238/757	2.38892863	1.667784146	1.286509094	0.366616742	0.349551823	0.390826322	0.342003468	-0.000869701	0.06162311	0.119417864	0.75365836	0.685256963	0.610892719	0.330417587	0.286619623	0.236892977	0.331871442
W238/ji434	1.671466601	1.459957601	1.365703916	0.396471808	0.319233195	0.325022182	0.267447757	0.025256405	0.043857549	0.052650012	0.659323387	0.70472538	0.763189295	0.304827297	0.256217567	0.223396683	0.266719273
W238/L473	3.549674774	2.246833001	1.465830046	0.532320989	0.444436498	0.462121901	0.390089578	0.283733032	0.254695377	0.21175907	1.179908812	1.121281191	1.077695531	0.39354775	0.338375702	0.318347277	0.335940812
yue89E4-2/zhonghuang64	3.14923162	2.422545393	2.011272161	0.43885876	0.334531229	NA	0.225088101	0.177477076	0.148569422	0.136097623	1.846893714	1.61140987	1.624206332	0.338454371	0.308670724	NA	0.322218753
yue89E4-2/BCC03	2.780832998	2.048041827	1.459578908	0.470084107	0.334207987	0.246619513	0.311629181	0.111686895	0.103933081	0.108063285	1.142607907	0.891886995	0.75358716	0.294258437	0.292695741	0.266074388	0.346504272
yue89E4-2/ji434	2.023678673	1.691738795	1.358515667	0.358432431	0.320023569	0.289685638	0.3450488	0.025007102	0.018627814	0.006715258	1.039752928	0.953369618	0.914130023	0.286309006	0.297976545	0.285067467	0.348717909
yue89E4-2/W238	4.930055174	3.070699608	1.837252939	0.350005036	0.281641027	0.169889377	0.377446607	0.145572139	0.118587412	0.095893079	1.593177848	1.332215651	1.212329494	0.351059096	0.318382209	0.249351805	0.391842927
yue89E4-2/2MA22	4.027080184	2.488279196	1.378375977	0.373903348	0.233130703	0.161221574	0.219149959	0.205802809	0.178843145	0.150437344	2.003318356	1.508278111	1.153853624	0.286254277	0.26797671	0.238512827	0.325233554
yue89E4-2/468-3	1.413759314	1.121018932	0.884461505	0.290513627	0.283250122	0.346924563	0.237472654	0.114112445	0.10847673	0.10015303	0.83358956	0.693447112	0.567521179	0.294444197	0.295863625	0.317774465	0.304019967
6/L473	2.551930529	1.737140954	1.199810067	0.460729535	0.372748053	0.358233562	0.349426494	0.267146337	0.222166164	0.176623027	0.884174082	0.87922089	0.853498102	0.350985805	0.3365585	0.339361437	0.358310731
6/W238	1.947031797	1.159503233	0.819220456	0.407382874	0.294909153	0.295662961	0.203862351	0.04706867	0.019483389	0.009549419	0.682877381	0.6339087	0.574972524	0.363794864	0.30445823	0.243259084	0.348308049
6/yue89E4-2	3.0077351	2.08368727	1.463407177	0.368039197	0.28172991	0.194319901	0.322149884	0.267033374	0.177345683	0.097808353	1.15298033	0.911562994	0.72707685	0.289401972	0.27010685	0.236672022	0.323363633
9058/W238	1.328745543	0.918567037	0.69957429	0.378798218	0.291968148	0.246694087	0.300312697	0.119729041	0.129137641	0.139226461	0.610093131	0.595120785	0.578123587	0.308784397	0.221000572	0.139799528	0.248767824
9058/yue89E4-2	1.668495329	1.534601064	1.565808312	0.388177066	0.337811892	0.30290758	0.369729415	0.123351448	0.108533461	0.100180144	0.973013264	0.940408733	0.945864221	0.279553745	0.245431941	0.199948547	0.284968447
9058/6	1.144055586	1.07683999	1.163862061	0.470040759	0.394697211	0.373877261	0.396439346	0.080092118	0.116587341	0.166381506	0.498671743	0.580219595	0.648098997	0.349706568	0.285441372	0.22697257	0.310972241
chang69/yue89E4-2	3.064163141	2.766304585	2.664741433	0.439555684	0.318585464	0.277826589	0.27245408	0.006665161	0.05964884	0.125460639	1.219884072	1.162507238	1.18302097	0.384312625	0.342776726	0.29199201	0.390957252
chang69/6	1.675957777	1.43354108	1.449053806	0.554055343	0.342517532	0.249797455	0.268821417	0.009522425	0.048274577	0.088821034	0.423201208	0.516305679	0.607129069	0.39967198	0.374259677	0.339064871	0.431195858
chang69/9058	1.280772135	1.062535295	0.909265782	0.704003565	0.519317096	0.386892411	0.56340428	0.113898799	0.103500196	0.091505298	0.521465832	0.597887591	0.675051567	0.358377161	0.314810179	0.247027528	0.377715829
75-364/6	1.650461085	1.395594632	1.248086146	0.464217607	0.329211962	0.275228909	0.27686296	0.119677053	0.110007149	0.119315187	0.666256631	0.623333664	0.575195085	0.401318577	0.343841391	0.296811088	0.376862387
75-364/9058	1.084470993	1.064030311	1.15891798	0.502668057	0.412375036	0.359098773	0.43716145	0.103906286	0.134797195	0.176108046	0.618793023	0.652286752	0.683566197	0.384559408	0.318210195	0.257229981	0.346217262
75-364/chang69	1.856952371	2.12462248	2.749578605	0.744806104	0.605706368	0.550462272	0.598944352	0.048036849	0.077838791	0.119738593	0.679796067	0.81221484	0.988608348	0.509387819	0.459390209	0.389558075	0.527593596
S311/9058	1.519059584	1.387816987	1.334909925	0.566229551	0.48439914	0.404825681	0.574368414	0.127020673	0.136328335	0.140782616	0.715036494	0.738509493	0.777188531	0.329426522	0.273829646	0.223398114	0.291273685
S311/chang69	1.971387943	1.677143286	1.56656032	0.689868852	0.574102919	0.527857401	0.594843423	0.036756431	0.079491854	0.123968452	0.816331639	0.875908266	0.988975965	0.400354189	0.369984027	0.349003889	0.392340275
S311/75-364	1.884432428	1.663992361	1.491984495	0.520907804	0.471434405	0.454337856	0.509090216	0.072295646	0.077852848	0.088012591	0.946917334	0.897679663	0.88993571	0.349877245	0.304942813	0.266746238	0.332579483
MBUB/chang69	1.785708945	1.756626318	1.878697644	0.524374675	0.38453247	0.337622747	0.368940937	0.135796061	0.184240235	0.226833195	0.457737137	0.636019177	0.877882529	0.435130613	0.413860783	0.385870982	0.460231597
MBUB/75-364	1.477315611	1.576290412	1.867976054	0.474426008	0.423337387	NA	0.382708838	0.088813069	0.112299532	0.140519497	0.582013238	0.725052193	0.916296256	0.370841917	0.330217521	NA	0.362791441
MBUB/S311	2.042506862	2.123392093	2.373182126	0.498040747	0.43717828	0.425037164	0.470475721	0.120595958	0.225762537	0.328962462	0.813521009	0.966120088	1.211000714	0.315995897	0.253919628	0.202615422	0.27183397
LH127/PHJ40	1.20229481	0.996508333	0.877257363	0.491853723	0.275804997	0.097560389	0.350494463	0.012269269	0.002632733	0.010294516	0.511733679	0.588648375	0.654194769	0.352722627	0.260407718	0.143850753	0.335026941
LH127/W182bn	1.51786451	1.287183859	1.150445046	0.562578108	0.421517871	0.377583813	0.365623358	0.141327384	0.129948361	0.126180567	0.444856132	0.53983376	0.627456577	0.405241979	0.359874379	0.317065576	0.387343216
shuangM9B-1/LH127	1.176715765	0.970677405	0.782477411	0.42021527	0.331926473	0.194786635	0.437356109	0.188192441	0.147971778	0.113968541	0.511800235	0.498688809	0.454495229	0.2869366	0.261876462	0.197375015	0.330019668
shuangM9B-1/PHJ40	1.247791377	1.173191065	1.232185199	0.580422547	0.307136435	0.00316877	0.507056483	0.052601079	0.038171319	0.030475752	0.641352922	0.674825241	0.693614079	0.339915418	0.258606033	0.120354687	0.35766629
shuangM9B-1/W182bn	1.098185557	0.927571031	0.973583795	0.423264629	0.3789155	0.332286263	0.458038481	0.084285243	0.109038183	0.133999357	0.577944269	0.549444317	0.512991202	0.277535596	0.263267851	0.219176338	0.322627158
DF32/LH127	1.278235423	1.109637123	0.9798744	0.519582281	0.424239984	0.471074248	0.30685386	0.096643615	0.08840413	0.100212141	0.557862783	0.58117606	0.58210178	0.31461059	0.259188262	0.217111557	0.277919114
DF32/shuangM9B-1	1.144940031	1.095059292	1.161691686	0.521292613	0.463564699	0.534178785	0.36437587	0.122398295	0.118272406	0.121897917	0.743813537	0.658829932	0.566981317	0.274312986	0.252213548	0.224359044	0.282727063
DF32/W182bn	1.578914686	1.296901175	1.128129888	0.505215767	0.367338933	0.309553922	0.31962268	0.088316137	0.099226434	0.116694035	0.730975244	0.677870978	0.617077481	0.395916392	0.348693591	0.314742349	0.361743343
PHN29/LH127	0.809728512	0.750027203	0.782626991	0.455366997	0.381344391	0.365069905	0.361470914	0.108343696	0.093804238	0.092907436	0.298010103	0.352554968	0.372529313	0.28550483	0.263730084	0.231701476	0.292949245
PHN29/shuangM9B-1	0.849043868	0.778392882	0.791968342	0.370380452	0.340456949	0.323641583	0.373883731	0.090642363	0.083681451	0.08174621	0.30530306	0.307551349	0.272956545	0.205549323	0.194061729	0.16578567	0.225514533
PHN29/DF32	0.992416551	0.855642613	0.757004162	0.236330556	0.192250231	0.15761502	0.213448717	0.034727323	0.081425524	0.14301987	0.400215725	0.390292799	0.34499806	0.199554595	0.221396364	0.211399636	0.278099092
liao7794/shuangM9B-1	1.153712594	1.235581227	1.473692562	0.484349459	0.452014913	0.465746463	0.473592981	0.113058866	0.083364827	0.053745186	0.580568475	0.583032616	0.566073059	0.286164885	0.275001003	0.227055941	0.347371108
liao7794/PHN29	0.946191152	0.950089209	1.048043697	0.453876413	0.401907084	0.390226083	0.42106196	0.091444656	0.130355423	0.173231368	0.329911317	0.406981391	0.455576966	0.328934143	0.281088612	0.234557103	0.316964532
xing230/DF32	1.405502369	1.175037922	0.98124963	0.540077657	0.454017017	0.446113182	0.435584213	0.042775115	0.046316053	0.067299682	0.803968112	0.682037173	0.559719587	0.363592443	0.33019161	0.290009766	0.387813107
xing230/PHN29	1.154177692	1.106982464	1.108331662	0.581359164	0.404451809	0.326955973	0.343365288	0.110002212	0.13303167	0.164865956	0.425428965	0.45029335	0.447672772	0.324309782	0.2525954	0.237488688	0.224683223
xing230/liao7794	1.25931178	1.094271966	0.984079131	0.580576709	0.410414602	0.415384205	0.274555065	0.132500844	0.131665379	0.134257471	0.44836833	0.498877842	0.53710705	0.366179711	0.305385691	0.291399778	0.314424455
fu8527/PHN29	1.200988674	1.073179307	0.898401687	0.627947743	0.503154175	0.587085641	0.341353995	0.128034712	0.182648993	0.228295278	0.318455214	0.386096241	0.425901231	0.327365438	0.280934951	0.310242835	0.232692151
fu8527/liao7794	1.192823846	1.110289646	1.094258417	0.577761755	0.421981007	0.454074934	0.281573928	0.101059746	0.130110113	0.149013933	0.475511201	0.566457467	0.651416541	0.357040456	0.302481811	0.327783255	0.27452903
fu8527/xing230	1.284223175	1.268774168	1.380165702	0.806346784	0.647228787	0.682125389	0.539814691	0.148337895	0.179658949	0.203322305	0.562405418	0.61939852	0.674991428	0.418624276	0.346833207	0.337963007	0.349599642
liao2204/xing230	2.279191427	1.858144879	1.507346941	0.720277001	0.596550477	0.676005979	0.440469352	0.005886851	-0.011707324	-0.024430622	0.698667135	0.798927687	0.898144404	0.523355126	0.47831095	0.533707561	0.423005192
liao2204/fu8527	1.518920953	1.084635711	0.783711041	0.644537263	0.590666944	0.906232848	0.289581764	0.097506334	0.089908771	0.06786982	0.661547153	0.710574101	0.735555704	0.429154251	0.365061423	0.443140623	0.269321048
8982/xing230	1.48244036	1.421729721	1.434751817	0.632244484	0.523532593	0.617219803	0.391173915	0.074746468	0.041237246	0.006416227	0.573341281	0.7010071	0.861836736	0.437813449	0.374261467	0.418645886	0.318350922
8982/liao2204	0.967218823	0.609076046	0.537733033	0.449685086	0.336302779	0.356535418	0.242458028	-0.001859248	-0.03305064	-0.068483086	0.279322942	0.408461492	0.574720275	0.258857938	0.19183609	0.166396334	0.195295313
fangyin/SC30-1	2.055613383	1.977391045	1.922819509	0.559101761	0.441879778	0.503943058	0.287920913	0.061291541	0.048344559	0.02406086	0.624465729	0.735728414	0.872299663	0.380764403	0.318917201	0.349779221	0.261879437
fangyin/M101	2.267836506	2.339443739	2.48823048	0.496622422	0.418001913	0.479370365	0.300547637	0.104234525	0.105599369	0.112916401	0.758982982	0.977700474	1.37942983	0.347362981	0.298548365	0.295761909	0.282295097
fangyin/fu8527	1.729469069	1.724201432	1.810984211	0.620212973	0.569706172	0.612693813	0.559253656	0.162355065	0.110662718	0.0487915	0.549644087	0.669257778	0.820463925	0.424592165	0.383157689	0.382209208	0.402859746
fangyin/liao2204	2.198043673	1.886915883	1.772270401	0.623802819	0.584605951	0.728431247	0.445635414	-0.014750159	-0.029543914	-0.041035827	0.738784107	0.860932366	1.013390642	0.447553916	0.406244288	0.409780124	0.40648379
fangyin/8982	1.701946526	1.528207341	1.390225777	0.57397835	0.509941058	0.620108342	0.394679858	-0.005343131	-0.011430121	-0.01661624	0.499330551	0.70720463	1.033796747	0.400285454	0.317457361	0.275557884	0.327645898
fangyin/Lp215D	2.295624612	2.785323217	3.888429099	0.601728483	0.49859881	0.504916988	0.453098076	0.232936234	0.181780965	0.13102755	1.081675789	1.28556734	1.729150894	0.379203582	0.312544281	0.259384869	0.344902968
fangyin/xuan6	2.224295983	2.303144289	2.596490926	0.583787312	0.562386841	0.619954111	0.54180204	0.130812021	0.10470557	0.079683459	0.923827483	0.973886975	1.060423892	0.437182659	0.37703345	0.388979603	0.341413623
HB8229/liao2204	2.768466509	2.41677065	2.129362504	0.780100148	0.679396478	NA	0.487080872	0.049012836	0.089200463	0.114549857	1.109696373	1.313082926	1.472241929	0.507865846	0.462626211	NA	0.446928464
HB8229/8982	2.657944986	2.779865675	2.725535989	0.758487195	0.613539757	NA	0.520500443	0.117156588	0.136040095	0.133223802	0.914177853	1.276402001	1.754565066	0.513624719	0.447361175	NA	0.458800713
HB8229/shuang741	1.893023627	2.063907054	2.352702208	0.806659726	0.422969088	NA	0.55166365	0.112895207	0.179400452	0.234429896	0.803590055	0.871655606	0.913204958	0.577492753	0.364202071	NA	0.489428208
MDF-13D/8982	2.059143002	2.23773419	2.58261211	0.656003358	0.602019794	0.649543233	0.568299816	0.046437862	0.043897064	0.046051197	0.904225096	1.247726986	1.874666276	0.43825171	0.410262531	0.445932401	0.377442131
MDF-13D/HB8229	3.570265996	4.367056658	5.36765254	0.658407687	0.518147314	NA	0.615105415	0.173592602	0.247232531	0.32331247	1.369083479	1.847647572	2.561486357	0.520137376	0.466441307	NA	0.474598664
zhong451/fangyin	2.007559624	1.684630272	1.340181075	0.566013193	0.526927205	0.570742967	0.496760374	0.011150817	0.037237539	0.073215126	0.811780438	0.748317383	0.700902148	0.446131257	0.382164752	0.349206934	0.409289137
zhong451/HB8229	2.329944738	2.461162435	2.612864701	0.636515764	0.508076631	NA	0.476931343	0.173171648	0.185781921	0.178266181	1.256166792	1.217396527	1.11373593	0.54325621	0.446957301	NA	0.473658918
zhong451/MDF-13D	2.127826401	1.940407932	1.749091937	0.623277413	0.568932038	0.594264501	0.537306377	0.002466657	0.014550083	0.044948387	1.118330199	1.153353797	1.233495813	0.517922445	0.468526434	0.480120771	0.441804736
zhong451/yun147	2.764587611	2.382361403	2.077320278	0.792150898	0.648357655	NA	0.533809354	0.168685096	0.104163058	0.053853863	1.396598088	1.259358947	1.229549574	0.648175461	0.557479482	NA	0.547575952
PHW03/E8501	1.960136699	1.608555359	1.346095578	0.630557839	0.563982365	0.697354645	0.421379795	0.065968687	0.061838292	0.070301643	0.598989506	0.66338552	0.708387797	0.330152485	0.271665718	0.276826797	0.220818638
PHW03/Co109	2.329615044	1.773170295	1.504374176	0.579517608	0.357780116	0.142750969	0.416693338	0.153526928	0.111419592	0.069346376	1.060886441	0.842986558	0.707829932	0.379399968	0.313219621	0.309963958	0.273669522
zhongyin15/E8501	1.690638565	1.750106829	1.943621339	0.57181039	0.510244414	0.430212306	0.595323711	0.114600785	0.110063829	0.113351844	0.627774405	0.682496794	0.727871461	0.432841235	0.411880031	0.453468022	0.388815883
zhongyin15/PHW03	1.68419808	1.474187772	1.360057287	0.470427473	0.406640018	0.38512208	0.414355672	0.033982289	0.034025739	0.046889607	0.549888846	0.490843739	0.416103189	0.422016114	0.381843093	0.41692926	0.3349897
zhongyin15/yan38	1.649446412	1.58309844	1.624234676	0.617651149	0.630354353	0.762275039	0.58480427	0.047985246	0.033019171	0.026211693	0.519647118	0.576082624	0.626196303	0.545904561	0.511239624	0.560722086	0.486163263
zhongyin15/A619	2.058101175	1.531497355	1.304338482	0.933290622	0.76184689	0.908276068	0.57155167	0.176581742	0.165296057	0.170138382	0.676922685	0.620815636	0.550950558	0.788761795	0.619975451	0.654815912	0.481928356
zhongyin15/PHT69	NA	0.691197488	0.544536959	NA	0.283808606	0.138981109	0.431716075	NA	0.064200212	0.115955188	NA	0.293225023	0.302565758	NA	0.332757571	0.411747186	0.224943136
L061M/PHW03	2.493358903	1.714908411	1.15959719	0.494767183	0.360887796	0.33895037	0.282010654	0.153822086	0.11683452	0.077288052	0.814037129	0.686281022	0.578074783	0.414980165	0.331930354	0.336198511	0.264733515
L061M/zhongyin15	2.372232801	1.891193539	1.357792483	0.492832583	0.478774407	0.581491872	0.399712559	0.149647569	0.193342582	0.236511258	0.778549921	0.650172628	0.521732731	0.525836766	0.498790472	0.548861776	0.472286928
897/LH82	1.46492024	1.154566063	0.865630045	0.418918293	0.395371638	0.401801688	0.43056604	0.07381227	-0.003570317	-0.094856511	0.708865961	0.718249862	0.723061444	0.345774674	0.332406624	0.30651693	0.393155907
897/yan38	1.287478529	1.083407409	1.114720609	0.395455312	0.48071166	0.634511227	0.497796602	-0.008459294	0.002081684	0.011602781	0.183510782	0.318562891	0.456655299	0.311913556	0.328529536	0.307883583	0.424364826
897/zhongyin15	1.500047085	1.458426988	1.576784647	0.416362726	0.407951085	0.465037745	0.386667153	0.091017919	0.074756559	0.051981326	0.511600948	0.539906802	0.560624044	0.399415422	0.393080036	0.42278234	0.403665785
897/L061M	2.055466787	1.525125504	1.160802259	0.543558311	0.456898496	0.508911069	0.341963956	0.104740964	0.151232815	0.166214857	0.849897805	0.743525025	0.64025863	0.399793346	0.388161752	0.42748504	0.370184308
Ay420/zhongyin15	1.956447113	1.483997004	1.129798287	0.558567623	0.488490518	0.609022152	0.315105829	0.060173548	0.028236641	-0.001405475	0.665335764	0.561371492	0.453365542	0.50948155	0.473363275	0.528127889	0.45481158
Ay420/L061M	2.368666016	1.429042894	0.903992568	0.471742849	0.473801638	0.596136202	0.40764561	0.170017335	0.114257829	0.05446739	0.868264497	0.771998331	0.711537858	0.465743545	0.460528631	0.509106745	0.468128274
B98/L061M	2.797011057	2.076373832	1.486875403	0.386758145	0.437384236	0.557184638	0.417475555	0.15139914	0.125490813	0.101764021	0.85524822	0.740015993	0.673768349	0.385297632	0.368290137	0.354914421	0.39395356
B98/897	2.018815083	1.650044664	1.390839911	0.556724387	0.536611334	0.582478428	0.517939596	0.093070175	0.057450799	0.018184688	0.863779548	0.792595128	0.759467826	0.38917507	0.374693335	0.359481249	0.39636711
B98/Ay420	2.613238448	1.806464433	1.263401485	0.603576491	0.606922762	0.72756081	0.548922543	0.17364487	0.09350724	0.016002998	0.896696698	0.804590057	0.758238641	0.477244169	0.428441093	0.412174019	0.433564337
B98/xuan6	2.285887731	1.765687109	1.326756371	0.430594408	0.431457608	0.496389156	0.40916217	0.177889086	0.129377393	0.080318131	0.81680282	0.682168663	0.568298526	0.375897258	0.344464446	0.325832595	0.352157128
PHR55/897	1.132449813	0.976497793	0.903116754	0.497062227	0.528015887	0.515660427	0.670725347	0.180720211	0.164748738	0.11992505	0.841402759	0.834542727	0.852031014	0.305090478	0.327978718	0.329026126	0.376552437
PHR55/Ay420	1.679914714	1.388544749	1.156202623	0.424714611	0.482040888	0.566140066	0.542010078	0.34159943	0.303192238	0.238491503	0.708882278	0.759633107	0.839806949	0.379407806	0.371953105	0.352804634	0.426427856
PHR55/B98	1.568898513	1.539467191	1.569274158	0.269174621	0.324056363	0.405937276	0.348011155	0.182953977	0.148562576	0.103430122	0.83923168	0.88196933	0.97811422	0.267550164	0.278696017	0.261372544	0.327467368
xun971/Ay420	2.36051937	1.174616484	0.397860442	0.491649968	0.498336718	0.569262296	0.500145223	0.096922542	0.093005557	0.084906471	0.630308825	0.483262476	0.335237431	0.356123487	0.340907571	0.338663547	0.381493297
xun971/B98	2.922569382	2.11011173	1.362437831	0.393143794	0.374741166	0.444923213	0.313435139	0.087837137	0.094700468	0.10358265	0.844707681	0.806582063	0.795426133	0.360373831	0.329053283	0.307802913	0.33764591
xun971/PHR55	1.59420311	1.403331861	1.238691688	0.353105769	0.301095284	0.340818748	0.229081122	0.204342587	0.236156308	0.252229746	0.736354219	0.802117659	0.893451407	0.261746184	0.234646588	0.235405011	0.223960197
xun971/LH162	2.464054968	1.717286406	1.149476533	0.459430173	0.389090646	0.472347393	0.263420358	0.088020685	0.103927099	0.130137426	0.504006886	0.525631096	0.515228571	0.404951228	0.362377544	0.373314817	0.348564949
xun971/xuan6	1.829930006	1.365587311	1.126805505	0.471175419	0.456587577	0.550476776	0.383207165	0.110245469	0.139635625	0.169825303	0.658027407	0.668475042	0.676731772	0.341524502	0.320611302	0.339273868	0.307679628
yue39-4/B98	2.673865917	2.085796746	1.602405568	0.687477053	0.731746332	0.825449008	0.788164957	0.023313572	0.024691035	0.045135589	1.057075712	0.921237271	0.855512353	0.380651041	0.397316396	0.345819349	0.531477327
yue39-4/PHR55	1.611989371	1.406657133	1.230032088	0.595867954	0.633752698	0.695531216	0.718005751	0.021814703	0.032100831	0.050968996	1.130272103	1.048296427	1.026512533	0.326796391	0.327945197	0.298758895	0.410966152
yue39-4/xun971	2.825518416	1.978185775	1.269804853	0.709697904	0.623333709	0.694658472	0.517750326	0.094397441	0.070811724	0.05813237	1.051839402	0.99966403	0.99112895	0.448200387	0.394356581	0.363720862	0.419723677
2MA22/LH162	2.488019894	1.617998732	1.032919443	0.679153947	0.384782326	0.273561342	0.319495052	0.104387177	0.086484896	0.071819141	0.845880229	0.823919652	0.760469685	0.431904405	0.373314162	0.358935756	0.388258823
2MA22/zhangxi28	2.902000338	1.962842498	1.392796334	0.73142393	0.48025121	0.368982527	0.489939292	0.161627289	0.210311087	0.256248343	1.213226713	1.097763982	1.006448936	0.427417134	0.382748151	0.350118022	0.444097948
ji63/2MA22	1.528510773	1.359461235	1.280157185	0.677111702	0.569143948	0.607486329	0.538128371	0.139231894	0.137475301	0.128474133	0.759397433	0.799361811	0.798789985	0.317581431	0.341972854	0.331862412	0.434557216
ji63/LH162	1.300692724	1.034365903	0.8292436	0.486015646	0.465048656	0.487409881	0.507879364	0.099751981	0.010307803	-0.07832228	0.267182204	0.317484947	0.333837841	0.379260084	0.396550864	0.394787364	0.476019056
ji63/zhangxi28	1.567894164	1.459066671	1.47321573	0.791042748	0.761309712	0.821714351	0.797139052	0.135635121	0.145263747	0.15999687	0.393688578	0.421882636	0.448569607	0.440193922	0.458342458	0.432818839	0.575301611
zhangjin6/2MA22	2.576068229	2.04633552	1.806977834	1.185865642	0.732492824	0.646278072	0.53460295	0.191723762	0.160918073	0.139050086	1.877444594	1.475320633	1.189408161	0.52092736	0.416171867	0.360015943	0.413886594
zhangjin6/ji63	1.573540813	1.494901583	1.493754365	0.789014668	0.677038255	0.703767191	0.633927616	0.145518706	0.092061311	0.048604424	0.787544314	0.818866691	0.87483644	0.467605774	0.401459719	0.351245187	0.421691982
zhangjin6/zhangxi28	2.583142723	2.102187252	1.94945168	0.799719212	0.550058886	0.490295614	0.457511237	0.078064732	0.096487447	0.142120768	1.069764762	0.93441038	0.901911164	0.512799309	0.412531191	0.357302143	0.427171955
longkang1/PHR55	0.324555521	0.272893712	0.24735412	0.202967354	0.201532907	0.249576523	0.182140745	0.133839208	0.149182369	0.141389625	0.368653583	0.326699802	0.244986837	0.137102541	0.146611101	0.128448407	0.198827289
N68a/7903E	1.691580127	1.798350168	2.094854413	0.651601595	0.658408423	0.734173732	0.642488346	0.137919418	0.148321593	0.14950366	0.445609408	0.648444954	0.896102864	0.47066733	0.420066214	0.411850998	0.420787623
N68a/zhangjin6	2.986776668	2.014801235	1.21997154	0.552557774	0.475552831	0.413382168	0.509880181	0.113632266	0.036149643	-0.022506332	1.265177849	1.072932528	0.91457619	0.450595764	0.357975511	0.305066353	0.353638246
N68a/9710	2.905710356	2.395775025	2.267142851	0.305409422	0.392478974	0.434562447	0.496383937	0.260386119	0.187133752	0.130424921	1.526727505	1.506172963	1.430750103	0.341400263	0.294462405	0.25225041	0.307576194
N68a/longkang1	0.627148471	0.490199925	0.378729058	0.284381999	0.275551785	0.278894807	0.293512623	0.074230077	0.083829544	0.082593734	0.418264822	0.381433137	0.287580865	0.24387942	0.207098639	0.168430098	0.238224606
N68a/Lp215D	2.716282867	2.806307046	3.142851548	0.629947211	0.536222455	0.547086659	0.465366731	0.203513578	0.162440866	0.122373135	1.23122309	1.338890985	1.545154599	0.380304811	0.326834689	0.263749136	0.37283627
N68a/han49	2.577489912	1.817918517	1.322908096	0.537754542	0.570094509	0.666445838	0.565642034	0.174745637	0.103184125	0.044148747	0.727589551	0.697770559	0.66313945	0.481788363	0.440227468	0.414493198	0.47208969
ji846/9710	1.794881497	1.595759621	1.477850234	0.426276858	0.443198431	0.416912095	0.554667719	0.269541488	0.185692795	0.123871901	0.93491513	0.909013634	0.830940428	0.234310956	0.236833568	0.22540431	0.25683221
ji846/longkang1	0.192576873	0.077850134	0.001894332	0.204629899	0.240519392	0.200854779	0.385086411	0.05815364	0.063381008	0.06326662	0.13577766	0.10950952	0.035544958	0.167856928	0.170770124	0.137484976	0.223340461
