Taxa	ADW	FW	ML	pSL	RL	SL	TL
LH162/PHT77	0.384589155	0.125410902	0.214183031	0.197371491	0.160328757	0.195339719	0.184440886
LH162/5707	0.47517851	0.154455852	0.221883422	0.152712931	0.229156307	0.16080667	0.204070103
zhangxi28/SC-9	1.20228285	0.534799518	0.051502012	0.471121219	0.344849668	0.40857686	0.396810329
zhangxi28/96201	0.87268831	0.355673187	-0.035521572	0.39423866	0.047733023	0.333894496	0.186797404
zhangxi28/807	0.220952812	-0.049793586	0.143794604	0.056134444	-0.123689519	0.075286398	-0.028261254
zhangxi28/shuang741	0.334738944	0.238183206	0.221293422	0.387261045	0.38617969	0.357204124	0.38094444
zhangxi28/LH162	0.681962465	0.343502136	0.078832463	0.373305166	0.185428237	0.33317415	0.255976542
78551S/SC24-1	0.517845068	0.261015435	0.161307084	0.303393092	0.40169071	0.284152536	0.347957036
78551S/Q1261	0.905312741	0.721322162	0.296440753	0.501261506	0.988195273	0.479257584	0.718887462
78551S/M101	1.740722685	0.922752716	-0.02982404	0.695763327	1.157356795	0.590384797	0.856377504
PHR30/PHK93	0.169713835	0.076271092	0.202843964	0.088700669	0.471319442	0.101596694	0.288453684
PHR30/M101	1.251597828	0.702682474	0.075450558	0.533985949	1.375944047	0.465043018	0.863008029
PHR30/yan156	1.176024339	0.835243319	0.197866359	0.604814161	0.804082224	0.548070857	0.680639879
PHR30/dan598	0.689958602	0.374062657	-0.034225422	0.345498297	0.665601621	0.284487399	0.476376371
PHR30/78551S	0.583936156	0.164510783	0.197124408	0.077919902	0.411042791	0.096605464	0.246243492
MO113/7903E	0.635928322	0.403178258	0.033386663	0.288397333	0.797452817	0.255284203	0.463684694
PHT77/yan156	1.426177359	0.840817031	0.211063663	0.755096883	0.673566156	0.657719486	0.672423074
PHT77/HHe01	0.471016129	0.21098668	0.084911344	0.039835962	0.160604598	0.039717482	0.112713478
PHT77/PHK05	0.869520673	0.353101943	0.061986306	0.286473362	0.387696989	0.252041625	0.337781238
PHW30/MO113	0.807107302	0.862064293	0.008822703	0.513750149	1.319474692	0.443681148	0.813600126
PHW30/PHT77	0.660226348	0.638942898	-0.0831537	0.356659708	0.488617903	0.279976988	0.394286014
L139/MO113	0.800816445	0.590557676	0.015010812	0.540701441	0.776009872	0.461576058	0.616283695
PHG47/PHT77	0.813381727	0.348736017	0.188541781	0.343309171	0.276550047	0.312964824	0.301277998
PHG47/L139	0.969816615	0.603854164	0.107096229	0.690653405	0.560419836	0.604794191	0.587385128
han49/1101	0.853817367	0.513775131	0.190297284	0.406476612	0.715575802	0.379490172	0.55884142
han49/SC11-1	0.504667079	0.405989135	0.160698162	0.089862364	0.520769713	0.097419235	0.314266511
han49/PHW17	0.738737097	0.583812303	0.145992785	0.5216471	0.941890673	0.464587915	0.690697194
han49/HBAI	0.747691947	0.506512705	0.19473507	0.562194445	0.828727385	0.507843906	0.67830042
han49/5707	0.466493675	0.279765122	0.056075504	0.247700216	0.229874264	0.218925695	0.224631983
xuan6/SC11-1	0.597430775	0.249502718	0.208293049	0.179020086	0.385378191	0.175034561	0.289650064
5707/PHW17	0.455509489	0.230072309	0.222055991	0.267096237	0.386870631	0.263736725	0.32954246
5707/H114	0.432045526	-0.096601435	0.180392958	0.070875341	0.138949436	0.090297478	0.11907814
5707/L061M	0.743434624	0.537439769	0.023355917	0.355500292	0.326197747	0.30333725	0.320588052
5707/NS501	0.117368468	-0.050020029	0.024314431	-6.17627E-05	0.125409059	-0.006252098	0.072660945
5707/LH162	1.150814721	0.935531452	0.067682104	0.560711851	0.67490679	0.4859499	0.593729886
5707/MO113	0.40856262	0.189658726	0.009443403	0.180409203	0.404073529	0.152105477	0.274669949
5707/PHW30	0.496859105	0.31040552	0.099722707	0.183023263	0.442223086	0.165904792	0.314720596
5707/han49	0.926992168	0.841133076	0.042445754	0.501326761	0.816020956	0.426312568	0.630909162
5707/xuan6	0.559949544	0.167255967	0.079981604	0.266382757	0.40937279	0.23104573	0.324327002
FBHJ/Lp215D	1.766058474	1.398138352	0.248761246	0.65529544	0.96310424	0.602211652	0.790615917
FBHJ/5707	0.393895913	-0.004712278	0.595170988	0.107984049	0.22838327	0.162779068	0.20234138
CAUZHENG58/CAUCHANG72	1.302204351	0.923365047	0.165238087	0.74586765	0.876627383	0.675538855	0.757603336
B73/CAUMo17	0.677883203	0.413286837	0.158038697	0.340192762	0.497473047	0.319358786	0.3953506
1538/PHJ75	1.223917623	0.413096707	0.361992939	0.320395452	0.679458878	0.322033688	0.512614706
20837/Z31B	1.26289258	0.515947423	0.290568009	0.545428301	0.594852705	0.505394283	0.564915229
2MA22/HB8229	1.289957942	0.502028623	0.04239473	0.362578577	0.875357996	0.306881934	0.564246428
3335/KP3130	0.763157978	0.367710878	-0.004516295	0.223829227	0.312185039	0.189295352	0.266137225
4722/91huang10	NA	0.189299846	-0.057977337	0.264964371	0.533127037	0.209874299	0.367970279
4722/LH162	1.098573416	0.647435662	0.219861707	0.537070525	0.712076401	0.520047038	0.625314797
5707/91huang10	NA	0.574011898	0.106298393	0.580057723	0.455765418	0.499274914	0.468588339
5707/IBB14	0.428874623	0.544273282	0.047240198	0.444030453	0.372861534	0.379333324	0.381724562
7146/1145	NA	0.37347316	0.012174676	0.33410338	0.441406114	0.279401695	0.372273286
7236/xun971	0.78722467	0.425520558	0.292391806	0.399788962	0.53565045	0.379977648	0.454361712
785/LH215	0.756165712	0.31766413	0.089015514	0.301595079	0.412861716	0.279045069	0.351192937
78551S/ji444	0.952520504	0.537483749	0.163786856	0.401988573	0.545978531	0.376419625	0.461929823
78551S/PHN37	0.308799005	0.09382367	0.072564007	-0.03655544	0.386185643	-0.028342067	0.16471422
7903E/B7	0.440506297	0.480158659	0.053276559	0.30770535	0.746736114	0.278919567	0.531079831
807/B7	0.052821003	-0.078952872	-0.04285391	-0.07271282	-0.095215316	-0.067390032	-0.071126303
84-126-15-1/757	1.640445204	0.500227348	0.047116618	0.343737781	0.474643437	0.291347163	0.397549248
9058/xing230	0.47988035	0.315671099	0.117601693	0.507057851	0.613647665	0.448608446	0.530716004
91huang5/zheng653	NA	NA	NA	NA	NA	NA	NA
9702/shuang741	0.640278105	0.3677355	0.118972763	0.364675133	0.67398359	0.324237273	0.513492271
9710/7236	0.832820604	0.512965566	0.160695378	0.401080181	0.659813059	0.361823606	0.521721436
9710/ji63	1.110740034	1.108159764	-0.008683267	0.489355282	0.793140449	0.412613234	0.589644909
A619/B7	0.44188634	0.256285023	0.244481499	0.356790769	0.430034027	0.349456779	0.394631717
Ay420/897	1.048732043	0.608719082	0.275890405	0.66799011	0.719646944	0.603510546	0.681552986
B47/dan598	NA	NA	NA	NA	NA	NA	NA
B47/H114	NA	NA	NA	NA	NA	NA	NA
B47/ji533	NA	NA	NA	NA	NA	NA	NA
B47/longkang1	NA	NA	NA	NA	NA	NA	NA
B47/M22	NA	NA	NA	NA	NA	NA	NA
B7/B7	-0.061654759	0.066707529	0.224200483	0.157342212	0.239234675	0.162672122	0.21138441
B7/BCC03	0.502713888	0.218167446	0.286557978	0.221788192	0.474594722	0.232407866	0.36092439
B7/hai9-21	0.25359157	0.253301597	0.110049246	0.172438191	0.335177786	0.160682154	0.250242723
B7/ji432	0.711060027	0.629993386	0.201177487	0.49205922	0.840674805	0.455100819	0.674815809
B7/yuanwu05	0.239081626	0.386914729	0.171554018	0.254375219	0.443462341	0.243867727	0.351368215
chong72/zheng653	NA	NA	NA	NA	NA	NA	NA
DF27/91huang10	NA	0.124675841	0.100668828	0.296658698	0.365812299	0.281716891	0.327382222
DF27/shuang741	0.532980063	0.409200647	0.055396512	0.366650758	0.463793445	0.320090862	0.40516727
E601/jian1495b	0.423712745	0.2111555	0.290595514	0.153689946	0.635453214	0.165678886	0.401292114
E8501/huobai	1.195823402	0.639795517	0.303911512	0.421797261	0.794947262	0.426390693	0.62191535
E8501/yun147	1.103574462	0.612345433	0.196626082	0.411645324	0.259126057	0.385458886	0.319267128
equn3/zhonghuang64	0.497954818	0.05027805	-0.030777913	0.217259998	0.140412507	0.176565428	0.160665016
F7/H114	NA	NA	NA	NA	NA	NA	NA
F7/SC-14	NA	NA	NA	NA	NA	NA	NA
F7584/R31	0.680351417	0.398994035	-0.071947497	0.426581852	0.564309707	0.345963721	0.469357781
FBHJ/han49	0.485983792	0.141266935	0.179268357	0.103554778	0.472619073	0.110982717	0.293291058
GN4095/ji833	1.293236483	1.031452152	-0.253042669	0.827480531	0.888326636	0.604215197	0.756309521
HHe01/ji444	0.535215444	0.15449752	0.326550037	0.195171219	0.177315021	0.21035577	0.196159392
HHe01/ji533	NA	NA	NA	NA	NA	NA	NA
HHe01/SW153	-0.221372461	-0.332641397	-0.156603837	-0.223642527	-0.076693859	-0.222398531	-0.136735525
HHe01/yan172	NA	0.54803795	0.179276301	0.362318404	0.376297797	0.338981741	0.362955769
huobai/nan21-3	0.790791019	0.467623516	0.254497062	0.33398607	1.04577715	0.319031144	0.661894501
IBB14/91huang5	0.820142118	0.620818016	0.13073929	0.885056353	0.737618286	0.769794264	0.735191105
IBB14/B7	0.100875825	-0.161736777	0.122232884	-0.049255488	0.036508335	-0.031660333	0.013526674
IBB14/equn3	0.696360897	0.18911601	0.164296945	0.320612226	0.295947479	0.299619479	0.296731452
IBB14/SC30-1	0.584301568	0.007606756	0.069442089	0.262229133	0.398688249	0.236760367	0.311087835
IBB14/T24	0.927452761	0.259961168	0.020073651	0.212770119	0.322594447	0.177549133	0.266514056
J8606/lan766-4-2	0.35510622	0.09239389	0.216587067	0.158779108	0.37575759	0.178886311	0.275081552
ji444/ji533	NA	NA	NA	NA	NA	NA	NA
ji444/XOP2	1.283051228	0.44584047	0.225551713	0.352916949	0.670681976	0.345868811	0.512464588
ji444/yan172	NA	0.634729054	0.387428079	0.363347186	0.527190683	0.373909497	0.459501378
ji533/Lx9801	NA	NA	NA	NA	NA	NA	NA
ji533/PHW20	NA	NA	NA	NA	NA	NA	NA
ji63/PHR55	0.892270368	0.205806426	0.056277066	0.081097041	0.285885227	0.075820526	0.169729112
KP3130/PHW43	1.234409631	0.62290048	-0.102077473	0.5030615	0.402155551	0.404545628	0.409758315
L473/ji444	1.098684728	0.346256272	0.302159723	0.477107858	0.616109139	0.475292255	0.547224401
LH127/F7	NA	NA	NA	NA	NA	NA	NA
LH162/xuan6	0.911005219	0.138901889	0.143208468	0.240986868	0.319923083	0.2246509	0.275246311
LH82/2MA22	1.329594645	0.57107986	0.485273624	0.494098158	1.482786103	0.499325426	0.882363379
LH82/shuang741	0.830024355	0.247919675	0.281237834	0.514651731	0.762407647	0.481092716	0.622411893
liao2204/liao7794	0.353151072	0.394413985	0.117668316	0.483745814	0.697763407	0.42857043	0.582583784
Lo1067/han21	0.325878146	-0.001151831	0.047641179	0.052047297	0.14631557	0.045644203	0.106211062
Lp215D/PHJ75	2.013939565	0.999108747	0.070036495	0.619342037	0.77538973	0.541663284	0.667645542
luosu3/dan598	0.831022669	0.348123216	0.149344418	0.448739616	0.652341878	0.403235976	0.552719264
Lx9801/M3736	0.703839247	0.764770538	0.040363128	0.800939077	1.051325594	0.647434407	0.892779891
MDF-13D/fangyin	0.435692741	0.231980911	0.344522838	0.289722145	0.722174418	0.292500791	0.522434495
mei68113/zheng653	NA	NA	NA	NA	NA	NA	NA
MO113/PHK05	0.869260499	0.579725913	-0.04644911	0.382688881	1.103657191	0.317852349	0.659682035
MP/1101	0.753734517	0.103330618	0.173417587	0.296523439	0.514257886	0.286536766	0.407483441
MP/91huang10	NA	0.651232186	-0.053540227	0.677927223	0.676411719	0.532425639	0.597975769
MP/A554	1.098735846	0.403938975	0.074235277	0.56725998	0.418638744	0.486626126	0.438012808
MP/BM	0.836428601	0.1530352	-0.047174434	0.298815562	0.554341929	0.236183086	0.397029069
MP/LH162	1.078070709	0.359205965	0.134152615	0.396868012	0.201298305	0.363482634	0.271202299
MP/zhangxi28	1.370286037	0.60441402	0.048110342	0.599072348	0.457977182	0.517935802	0.474054111
MP/zhonghuang64	0.92132683	0.171623011	-0.006805512	0.382019356	0.29305817	0.318500203	0.303760665
N68a/5707	0.499730887	0.135970999	-0.111012452	0.377920973	0.463330616	0.294013639	0.391606474
NN14B/E28	0.338595505	0.409780875	0.143429715	0.325251796	0.416866795	0.297378935	0.354100869
PHJ40/C521	0.61791845	0.259663782	0.184472314	0.391878381	0.519390773	0.361177249	0.441402125
PHJ40/F7	NA	NA	NA	NA	NA	NA	NA
PHJ40/shuang741	0.502494707	0.253835125	0.227393684	0.416570069	0.475588767	0.404135645	0.438205138
PHJ75/807	1.024256736	0.629343142	-0.027903933	0.28711044	0.420318317	0.246519184	0.358449067
PHJ75/B7	0.765437414	0.518499161	0.38650211	0.394575557	0.486883289	0.401527388	0.459049187
PHJ75/RS710	0.837431745	0.389398967	0.208466932	0.253656916	0.469714757	0.249559923	0.373311143
PHR30/ji533	NA	NA	NA	NA	NA	NA	NA
PHR30/Q1261	1.464284834	1.177844608	0.308205292	0.872039798	1.849187968	0.797563167	1.273460244
PHR55/longkang1	1.38352467	0.847715355	0.734454427	0.747853065	1.086096714	0.761271448	0.908644616
PHT22/NN14B	0.544819887	0.453117622	0.342287072	0.588457752	0.407428301	0.557957838	0.474481803
PHT77/K22	0.011461701	-0.047373697	0.026390623	-0.0134869	0.192344001	-0.015579032	0.092773605
PHT77/MO113	0.495113628	0.116831928	0.074504363	0.196562575	0.611721894	0.178136896	0.368424345
PHW03/yun147	0.860541923	0.402844557	0.025125546	0.482750782	1.057523794	0.40916854	0.699051902
PHW20/Lx9801	0.940431249	0.842029699	0.223161373	0.567344867	0.759711049	0.52641847	0.683118744
PHW43/ji846	0.505356336	0.11339803	0.070332175	0.221124634	0.275515488	0.211546404	0.243135089
PHW43/luosu3	0.786379328	0.233994733	0.233268443	0.284424402	0.267843812	0.283852629	0.274110626
PHWG5/han21	1.056295433	0.774373308	0.126686918	0.697124453	1.019908717	0.606737284	0.841090475
Q1261/030-1	0.723226152	0.429424605	0.470837942	0.312014421	0.787987967	0.343948169	0.565229984
RS710/ji444	0.608073181	0.157755264	-0.018592319	0.106395962	0.102972584	0.082801793	0.099917768
SC-9/yi36	1.10468519	0.185197536	0.35722922	0.286960172	0.48972243	0.290468968	0.398564947
SC11-1/1101	0.32019709	-0.097278483	0.3791716	-0.12268889	0.008823647	-0.087701768	-0.033434826
SC24-1/E601	0.447629757	0.154482615	0.0588103	0.088170855	0.469284462	0.065862776	0.257595841
SC30-1/030-1	1.366574468	0.653348127	-0.091372359	0.526334075	0.83889181	0.414457051	0.623394945
shen5005/W968	0.711113475	0.377373569	0.183601481	0.38782685	0.59621562	0.369987845	0.481140225
W182bn/F7	NA	NA	NA	NA	NA	NA	NA
W64A/shuang741	0.788360717	0.353511774	0.118095977	0.602287387	0.599770829	0.522574072	0.557822283
W9706/ji444	0.971745041	0.430902977	0.134641732	0.405566039	0.585010926	0.371141522	0.489289403
wu109/ji444	0.913506225	0.368388603	0.090352458	0.311051455	0.282864381	0.281904268	0.286333697
wu126/1538	0.494192092	0.47186851	0.236233148	0.370771602	0.395799916	0.354707688	0.38157549
wu126/757	0.904998826	0.464562352	0.206516399	0.495894035	0.535857258	0.457399602	0.51336648
wu126/PHN37	0.646066665	0.468222324	0.266698329	0.323450289	0.617918686	0.308249431	0.473808523
wu126/zheng653	NA	NA	NA	NA	NA	NA	NA
XOP2/PHW20	0.917629956	0.851808249	0.010935505	0.56642849	1.22295526	0.488760838	0.87647393
xun971/E8501	0.99849867	0.866823919	0.158144223	0.736667136	0.636741797	0.657243151	0.646682817
yan172/ji533	NA	NA	NA	NA	NA	NA	NA
yan38/E8501	0.717071362	0.392447256	0.132660267	0.263475948	0.386118748	0.238244041	0.326882445
yan38/PHW03	1.105446998	0.991616074	0.134995389	0.745306794	1.031612436	0.665693914	0.844735076
yan38/yun147	0.773579838	0.451298527	0.106286972	0.487267727	0.681825008	0.432749357	0.565765767
yue89E4-2/ji444	0.878988781	0.243813825	0.047244983	0.223061187	0.125888296	0.201205032	0.165070188
zheng653/2005	NA	NA	NA	NA	NA	NA	NA
zheng653/Z31B	NA	NA	NA	NA	NA	NA	NA
zhonger02/H114	0.96738675	0.276974593	-0.298324017	0.167602264	0.505081426	0.080197861	0.29583815
ZPON7/M22	0.837182809	0.628463929	0.085347299	0.52309108	0.778732166	0.464187597	0.63234773
